1.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000
0.000000000	2.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000
-0.500000000	0.000000000	6.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000
0.000000000	-3.000000000	0.000000000	20.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000
0.375000000	0.000000000	-15.000000000	0.000000000	70.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000
0.000000000	3.750000000	0.000000000	-70.000000000	0.000000000	252.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000
-0.312500000	0.000000000	26.250000000	0.000000000	-315.000000000	0.000000000	924.000000000	0.000000000	0.000000000	0.000000000	0.000000000
0.000000000	-4.375000000	0.000000000	157.500000000	0.000000000	-1386.000000000	0.000000000	3432.000000000	0.000000000	0.000000000	0.000000000
0.273437500	0.000000000	-39.375000000	0.000000000	866.250000000	0.000000000	-6006.000000000	0.000000000	12870.000000000	0.000000000	0.000000000
0.000000000	4.921875000	0.000000000	-266.250000000	0.000000000	4504.500000000	0.000000000	-25740.000000000	0.000000000	48620.000000000	0.000000000
-0.246093750	0.000000000	54.140625000	0.000000000	-1876.875000000	0.000000000	22522.500000000	0.000000000	-1809395.000000000	0.000000000	184756.000000000
